ITEM DESCRIPTION,FINISH / COLOR,PART NUMBER,SECTION,APPLICATION,MANUFACTURER,VENDOR,STANDARD / OPTION,option type,QTY,PRICE EACH,PRICE TOTAL
Quick Flush Connect - Rig Tube,,8M0192183,Final Rigging (ENGINE) ,V10 only,,Mercury Marine,STANDARD,,1,$13.05,$13.05
"Single Engine Lower Helm, Helm Harness",,8M0159747,Final Rigging (ENGINE) ,youd used this instead of the standard above,W / Upper Station,Mercury Marine,OPTION,tower,1,$111.11,$111.11
Single Engine ERC,,8M0163917,Final Rigging (ENGINE) ,this is the 2nd one for the upperstation,W / Upper Station,Mercury Marine,OPTION,tower,1,$105.73,$105.73
"Single Engine Upper Helm, Helm Harness",,8M0159749,Final Rigging (ENGINE) ,this is the harness for the upperstion erc,W / Upper Station,Mercury Marine,OPTION,tower,1,$105.73,$105.73
Helm 2 Extension Harness - Outer 15',,8M0159751,Final Rigging (ENGINE) ,this goes from the conosle to upperstation,W / Upper Station,Mercury Marine,OPTION,tower,1,$106.26,$106.26
Helm 2 Extension Harness - Outer 20' *AS NEEDED,,8M0159752,Final Rigging (ENGINE) ,for stand on top tower only rarely used,w/ full tower,Mercury Marine,OPTION,tower,1,$129.46,$129.46
Power Steering Hose Kit - 2',,8M0167281,Final Rigging (ENGINE) ,"autopilot - without upper
2 used for shadow drive",autopilot w/ ouy upper,Mercury Marine,OPTION,autopilot,1,$31.25,$31.25
Power Steering Hose Kit - 4',,8M0167283,Final Rigging (ENGINE) ,"autopilot - without upper
1 used per boat",autopilot w/ out upper,Mercury Marine,OPTION,autopilot,2,,$0.00
Power Steering Hose Kit - 3',,8M0167282,Final Rigging (ENGINE) ,"standard for every boat with a t-tower
not used with helm pod",W / Upper Station,Mercury Marine,OPTION,tower,1,$32.68,$32.68
Power Steering Hose Kit - 3',,8M0167282,Final Rigging (ENGINE) ,"for autopiot with tower
use 2 for shadow drive",W / Upper Station + Autopilot,Mercury Marine,OPTION,tower,1,,$0.00
Power Steering Hose Kit - 6',,8M0167285,Final Rigging (ENGINE) ,"for autopilot with tower
use one per boat",W / Upper Station + Autopilot,Mercury Marine,OPTION,tower,1,$61.45,$61.45
Power Steering Hose Kit (Helm To Helm) - 12',,8M0167289,Final Rigging (ENGINE) ,from console to upperstation,W / Upper Station,Mercury Marine,OPTION,tower,1,$84.59,$84.59
Power Steering Helm Kit (2nd Station),,8M0137456,Final Rigging (ENGINE) ,upperstation helm,W / Upper Station,Mercury Marine,OPTION,tower,1,$413.53,$413.53
Power Steering Hose Kit - Pressure-14',,892825014,Final Rigging (ENGINE) ,from console to upperstation,W / Upper Station,Mercury Marine,OPTION,tower,1,$68.89,$68.89
Engine - 225XL FourStroke DTS Cold Fusion White,WHITE,12250014A,Final Rigging (ENGINE) - OPTION,225 Engine Dual (White),,Mercury Marine,OPTION,dual engine,1,"$16,606.80","$16,606.80"
Engine - 225XCXL FourStroke DTS Cold Fusion White,WHITE,12250018A,Final Rigging (ENGINE) - OPTION,225 Engine Dual (White),,Mercury Marine,OPTION,dual engine,1,"$16,966.80","$16,966.80"
Engine - 225XL FourStroke DTS,BLACK,12250013A,Final Rigging (ENGINE) - OPTION,225 Engine Dual (Black),,Mercury Marine,OPTION,dual engine,1,"$15,858.00","$15,858.00"
Engine - 225CXL FourStroke DTS,BLACK,12250017A,Final Rigging (ENGINE) - OPTION,225 Engine Dual (Black),,Mercury Marine,OPTION,dual engine,1,"$16,218.00","$16,218.00"
Dual Engine Lower Helm Harness,,8M0157214,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,1,$141.02,$141.02
Junction Box - 5 Way W / Cap,,8M0165557,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,1,$35.40,$35.40
J-Box Extension Harness,,8M0058668,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,1,$17.31,$17.31
Dual Standard ERC W/ Trim,,8M0133240,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,1,"$1,216.16","$1,216.16"
Kit - Key Switch,,893353A04,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,1,$60.14,$60.14
Clean Power - 10',,8M0187441,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,2,$35.49,$70.98
Fuel Harness - 6 Pin,,8M0075945,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,1,$35.75,$35.75
Clean Power Tee,,8M0187441,Assembly (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,1,$41.03,$41.03
Fuel Water Seperator,,8M0101601,Assembly (ENGINE) - OPTION,W / Twin 225 OR 250,,Mercury Marine,OPTION,dual engine,2,$105.81,$211.62
Cantrack Color Display,,ED1700,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,1,$700.52,$700.52
NMEA Micro Tee Kit,,CM20001,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,2,$83.87,$167.74
Electric Actuator Standard,,EA1000,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,2,"$2,086.11","$4,172.22"
Electric Actuator Bulkhead Harness,,CM31018,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,2,$363.46,$726.92
Electronic Sport Tilt Helm,,EH1532,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,1,$589.86,$589.86
Adapter Harness - Extension,,CM22401,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,2,$30.23,$60.46
CAN Tee Single,,CM10060,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,2,$26.41,$52.82
EPS CAN 1 Harness - 3',,CM20403,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,2,$23.12,$46.24
Wye Harness ,,CM21702,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,2,$170.16,$340.32
EPS CAN 1 Harness - 6',,CM20406,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,,Dometic,OPTION,dual engine,1,$26.01,$26.01
Electronic Sport Tilt Helm,,EH1532,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,W / Upper Station,Dometic,OPTION,dual engine,1,$589.86,$589.86
Buzzer Kit,,HA5493,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,W / Upper Station,Dometic,OPTION,dual engine,1,$49.88,$49.88
EPS CAN 1 Harness - 18',,CM204018,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,W / Upper Station,Dometic,OPTION,dual engine,1,$50.62,$50.62
Dual Standard ERC W/ Trim,,8M0133240,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,W / Upper Station,Mercury Marine,OPTION,dual engine,1,"$1,216.16","$1,216.16"
Dual Engine Upper Helm Harness,,8M0157215,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 250,W / Upper Station,Mercury Marine,OPTION,dual engine,1,$111.22,$111.22
outer extension harness,,,Final Rigging (ENGINE) - OPTION,W / Twin 225 OR 251,W / Upper Station,Mercury Marine,OPTION,dual engine,2,,$0.00
"Prop - Eco Enertia 17 Pitch, Right Hand",,8M0151251,Final Rigging (ENGINE) - OPTION,W / 225 Engine ,,Mercury Marine,OPTION,dual engine,1,$523.02,$523.02
"Prop - Eco Enertia 17 Pitch, Left Hand",,8M0151250,Final Rigging (ENGINE) - OPTION,W / 2nd 225 Engine,,Mercury Marine,OPTION,dual engine,1,$523.02,$523.02
Hub Kit - Flo Torq Hub,,8M0150152,Final Rigging (ENGINE) - OPTION,W / 225 Engine ,,Mercury Marine,OPTION,dual engine,1,$64.06,$64.06
Hub Kit - Flo Torq Hub,,8M0150152,Final Rigging (ENGINE) - OPTION,W / 2nd 225 Engine,,Mercury Marine,OPTION,dual engine,1,$64.06,$64.06
Engine - 300XL,,,Final Rigging (ENGINE) - OPTION,,,Mercury Marine,OPTION,engine,1,"$20,901.60","$20,901.60"
Engine - 450R XL HD 1.6 Right Hand Cold Fusion White,WHITE,14500079A,Final Rigging (ENGINE) - OPTION,W / 450R,,Mercury Marine,OPTION,450,1,"$60,150.00","$60,150.00"
Engine - 450R XL HD 1.6 Right Hand,BLACK,14500073A,Final Rigging (ENGINE) - OPTION,W / 450R,,Mercury Marine,OPTION,450,1,"$57,400.00","$57,400.00"
Prop - Eco Enertia 16 x 18.5 XP ,,8M0108350,Final Rigging (ENGINE) - OPTION,W / 450R,,Mercury Marine,OPTION,450,1,$735.25,$735.25
Hub Kit ,,8M0217764,Final Rigging (ENGINE) - OPTION,W / 450R,,Mercury Marine,OPTION,450,1,$164.35,$164.35
Prop - Exo Enertia 18 XP,,8M0151253,Final Rigging (ENGINE) - OPTION,W / 450R OR 500,,Mercury Marine,OPTION,450,1,$523.02,$523.02
Rigging Tube Kit,,8M0149598,Final Rigging (ENGINE) - OPTION,W / 450R OR 500,,Mercury Marine,OPTION,450,1,$36.75,$36.75
Harness - 12 Pin Adapter,,8M0181295,Final Rigging (ENGINE) - OPTION,W / 450R OR 500,,Mercury Marine,OPTION,450,1,$22.77,$22.77
Diode / Power Steering Harness,,8M0026568,Final Rigging (ENGINE) - OPTION,W / 450R OR 500,,Mercury Marine,OPTION,450,1,$18.38,$18.38
Power Steering Pump Harness,,8M0164725,Final Rigging (ENGINE) - OPTION,W / 450R OR 500,,Mercury Marine,OPTION,450,1,$16.27,$16.27
Engine - 500R XL RD CF,WHITE,15000128A,Final Rigging (ENGINE) - OPTION,W / 500R,,Mercury Marine,OPTION,500,1,"$52,312.50","$52,312.50"
Engine - 500R XL RD BLACK,BLACK,15000107A,Final Rigging (ENGINE) - OPTION,W / 500R,,Mercury Marine,OPTION,500,1,"$50,062.50","$50,062.50"
Prop - Ventera Pro Finish 20 RH,,8M0214718,Final Rigging (ENGINE) - OPTION,W / 500R,,Mercury Marine,OPTION,500,1,$847.70,$847.70
Steering Cylinder,,8M0207439,Final Rigging (ENGINE) - OPTION,W / 500R,,Mercury Marine,OPTION,500,1,$457.47,$457.47
pressure and return 90s,,,Final Rigging (ENGINE) - OPTION,Helm Pod Option,,Mercury Marine,OPTION,helm pod,2,,$0.00
steering line 90s,,,Final Rigging (ENGINE) - OPTION,Helm Pod Option,,Mercury Marine,OPTION,helm pod,2,,$0.00
Zero Effort LCM Single Engine,,8M0171388,Final Rigging (ENGINE) - OPTION,Zero Effort Control,,Mercury Marine,OPTION,ZE,1,$318.72,$318.72
Dual Station Helm - Non Tilt,,8M0137453,Final Rigging (ENGINE) - OPTION,Helm Pod Option,,Mercury Marine,OPTION,helm pod,1,$343.83,$343.83
"Lanyard Switch Kit, Outboard",,19674A07,Final Rigging (ENGINE) - OPTION,Kill Switch for Helm for Helm - Not included in ZEC Binnicle,,Mercury Marine,OPTION,ZE,1,$28.26,$28.26
Start / Stop Pad,,8M0117136,Final Rigging (ENGINE) - OPTION,Zero Effort Control,,Mercury Marine,OPTION,ZE,1,$66.22,$66.22
Dash Mounted Track Pad,,889305T01,Final Rigging (ENGINE) - OPTION,Zero Effort Control,,Mercury Marine,OPTION,ZE,1,$122.69,$122.69
Trim Switch,,8M0037225,Final Rigging (ENGINE) - OPTION,Zero Effort Control,,Mercury Marine,OPTION,ZE,1,$28.05,$28.05
Z.E. ERC ST / CLEAR,,8M0085611,Final Rigging (ENGINE) - OPTION,Zero Effort Control,,Mercury Marine,OPTION,ZE,1,"$1,300.00","$1,300.00"
,,,,,,,,,,,"$950,215.56"
,,,,,,,,,,,
custom table and arm,,,,,,,,,,,
